event_id,timestamp,repo_type,module_name,change_type,component_type,function_category,lines_changed,files_changed,dependency_depth,shared_component,historical_failure_count,historical_change_frequency,days_since_last_failure,test_coverage_level,tests_impacted,failure_occurred,failure_severity
EVT-40210E16,2025-03-15T19:47:58Z,microservices,ConfigManager,UI_CHANGE,UI,admin,95,1,1,False,35,16,248,low,46,0,none
EVT-F508E318,2025-03-15T00:02:05Z,microservices,CacheManager,API_CHANGE,API,search,100,1,3,False,35,12,21,low,3,0,none
EVT-4815B084,2025-03-16T20:24:16Z,monolith,FilterService,UI_CHANGE,UI,search,58,1,8,False,35,13,242,low,13,0,none
EVT-B1CF888D,2025-03-16T17:08:34Z,microservices,PayoutController,CONFIG_CHANGE,API,payment,55,1,0,False,35,12,143,low,10,1,medium
EVT-3EE525A2,2025-03-16T17:12:35Z,monolith,DashboardService,CONFIG_CHANGE,API,analytics,346,7,4,False,35,15,36,high,246,0,none
EVT-68BB4F70,2025-03-16T22:25:16Z,microservices,InvoiceGenerator,API_CHANGE,API,payment,36,1,1,True,35,18,337,high,49,0,none
EVT-2C53D31A,2025-03-16T15:52:19Z,monolith,CredentialStore,API_CHANGE,API,auth,38,1,5,True,35,19,57,low,3,1,medium
EVT-F1888A73,2025-03-16T15:54:18Z,monolith,IndexManager,CONFIG_CHANGE,SERVICE,search,62,1,8,False,1531,11,337,medium,22,0,none
EVT-71A23CCB,2025-03-16T11:47:16Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,SERVICE,misc,43,1,6,True,35,11,356,high,35,0,none
EVT-62F67E63,2025-03-17T17:38:55Z,monolith,InvoiceGenerator,UI_CHANGE,UI,payment,73,1,4,False,35,14,154,medium,19,0,none
EVT-E1DDCC66,2025-03-17T11:26:22Z,microservices,SessionController,UI_CHANGE,UI,auth,80,4,0,True,35,12,218,high,71,0,none
EVT-D3A758B6,2025-03-17T10:55:16Z,monolith,ReportGenerator,API_CHANGE,API,analytics,86,2,2,False,35,18,121,low,1,0,none
EVT-E8951062,2025-03-17T22:47:21Z,microservices,PrivacyController,SERVICE_LOGIC_CHANGE,SERVICE,profile,90,1,2,False,1530,17,224,high,56,0,none
EVT-6877A23B,2025-03-17T14:54:50Z,microservices,AutocompleteHandler,UI_CHANGE,UI,search,22,1,0,False,35,19,209,medium,15,0,none
EVT-A992860C,2025-03-17T00:49:26Z,microservices,AccountSettings,UI_CHANGE,UI,profile,83,1,2,True,35,13,130,medium,63,0,none
EVT-196C6C62,2025-03-17T12:30:15Z,microservices,PayoutController,SERVICE_LOGIC_CHANGE,SERVICE,payment,49,1,3,False,35,15,106,high,46,0,none
EVT-7AEB62C1,2025-03-18T17:58:33Z,microservices,SharedLibrary,SERVICE_LOGIC_CHANGE,API,misc,357,7,2,False,1533,16,18,medium,5,0,none
EVT-D3F39B13,2025-03-18T19:28:16Z,microservices,BillingService,API_CHANGE,API,payment,61,2,4,False,35,16,291,low,3,0,none
EVT-2B1D0236,2025-03-18T22:56:30Z,monolith,CacheManager,API_CHANGE,API,search,480,11,5,False,35,16,174,low,6,1,low
EVT-C7A493E2,2025-03-18T12:34:48Z,monolith,UtilityService,UI_CHANGE,UI,misc,156,3,8,True,35,14,161,medium,19,1,high
EVT-84770628,2025-03-18T03:13:18Z,microservices,UtilityService,UI_CHANGE,UI,misc,70,2,1,True,35,12,119,medium,25,0,none
EVT-ED7B01DA,2025-03-18T10:41:46Z,monolith,RankingAlgorithm,API_CHANGE,API,search,145,3,10,False,35,15,106,low,0,1,low
EVT-CE513ECE,2025-03-18T04:48:14Z,microservices,IndexManager,UI_CHANGE,UI,search,10,1,0,True,35,14,237,medium,27,0,none
EVT-2A6C4252,2025-03-19T09:18:24Z,microservices,InsightsProcessor,SERVICE_LOGIC_CHANGE,API,analytics,63,3,0,False,1534,12,145,low,6,1,low
EVT-F7D4AB9C,2025-03-19T11:54:40Z,monolith,CacheManager,UI_CHANGE,UI,search,35,1,1,False,35,14,297,medium,7,0,none
EVT-89244E11,2025-03-19T00:21:33Z,microservices,UserManager,API_CHANGE,API,admin,11,1,5,False,35,11,319,medium,31,0,none
EVT-05CEDCBF,2025-03-19T10:07:25Z,microservices,UserManager,UI_CHANGE,UI,admin,15,1,3,False,35,17,229,high,142,0,none
EVT-5D73F508,2025-03-19T09:59:49Z,microservices,NotificationPrefs,SERVICE_LOGIC_CHANGE,SERVICE,profile,92,1,0,False,35,15,358,high,33,0,none
EVT-54A7B1F1,2025-03-19T23:32:29Z,monolith,UtilityService,API_CHANGE,API,misc,17,1,4,False,1536,11,178,low,1,0,none
EVT-1492A80B,2025-03-19T10:49:29Z,microservices,UserAuthenticator,API_CHANGE,API,auth,376,4,2,True,35,12,16,low,0,1,medium
EVT-48936118,2025-03-20T00:53:03Z,microservices,LoginHandler,CONFIG_CHANGE,SERVICE,auth,27,1,1,False,35,15,270,high,200,0,none
EVT-D7B4C922,2025-03-20T04:15:56Z,microservices,NotificationPrefs,UI_CHANGE,UI,profile,402,5,4,False,35,16,35,high,78,0,none
EVT-848A3313,2025-03-20T18:46:32Z,monolith,RoleController,CONFIG_CHANGE,SERVICE,admin,53,1,9,False,35,19,109,medium,36,1,medium
EVT-00EB8364,2025-03-20T20:24:39Z,microservices,TokenManager,SERVICE_LOGIC_CHANGE,API,auth,47,1,1,True,1541,16,354,high,36,1,low
EVT-01F6004D,2025-03-20T11:56:22Z,microservices,MaintenanceHandler,SERVICE_LOGIC_CHANGE,SERVICE,admin,68,2,0,True,35,19,13,medium,12,0,none
EVT-7824032F,2025-03-20T06:45:51Z,monolith,SystemMonitor,UI_CHANGE,UI,admin,28,1,1,False,1538,17,80,medium,12,0,none
EVT-7EC1886E,2025-03-21T17:37:24Z,microservices,UserManager,UI_CHANGE,UI,admin,13,1,0,False,35,18,185,medium,34,0,none
EVT-6682B211,2025-03-21T20:51:57Z,monolith,WalletService,API_CHANGE,API,payment,80,1,6,True,35,19,347,high,76,1,low
EVT-E68E49D1,2025-03-21T03:58:43Z,monolith,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,448,17,4,True,35,12,220,low,2,0,none
EVT-7418842E,2025-03-21T13:41:20Z,monolith,CommonUtils,CONFIG_CHANGE,SERVICE,misc,26,1,7,True,35,17,350,low,5,1,medium
EVT-3A564042,2025-03-21T02:45:01Z,monolith,FeatureFlagService,API_CHANGE,API,admin,58,1,1,True,35,19,358,medium,82,1,low
EVT-4B3ADACF,2025-03-21T23:49:37Z,microservices,ConfigManager,API_CHANGE,API,admin,56,3,5,False,35,12,239,low,2,1,low
EVT-BAE29CCE,2025-03-21T03:54:18Z,microservices,RefundHandler,UI_CHANGE,UI,payment,75,1,1,False,35,16,42,high,196,0,none
EVT-C4E3C6BA,2025-03-22T04:44:33Z,monolith,CommonUtils,UI_CHANGE,UI,misc,706,13,1,True,35,17,171,medium,5,0,none
EVT-73DF308C,2025-03-22T07:07:17Z,monolith,AnalyticsEngine,API_CHANGE,API,analytics,38,1,1,False,1545,17,269,high,72,0,none
EVT-3DD430D5,2025-03-22T23:27:58Z,monolith,PayoutController,UI_CHANGE,UI,payment,33,1,6,False,35,17,126,medium,25,0,none
EVT-DB007503,2025-03-22T00:58:41Z,microservices,SessionController,SERVICE_LOGIC_CHANGE,SERVICE,auth,29,1,4,True,1547,12,149,high,147,0,none
EVT-01BDE228,2025-03-22T03:09:13Z,microservices,PayoutController,SERVICE_LOGIC_CHANGE,SERVICE,payment,2014,28,3,True,1545,14,259,high,65,0,none
EVT-D1E0E5AA,2025-03-22T07:00:01Z,monolith,InsightsProcessor,API_CHANGE,API,analytics,86,1,6,False,35,19,240,high,27,1,low
EVT-F5F77740,2025-03-22T17:55:34Z,microservices,SubscriptionManager,SERVICE_LOGIC_CHANGE,API,payment,39,1,1,False,35,18,196,medium,108,0,none
EVT-DCFC94F9,2025-03-23T13:41:55Z,microservices,UtilityService,UI_CHANGE,UI,misc,69,3,0,True,35,16,160,low,99,0,none
EVT-48BEFC0A,2025-03-23T13:54:06Z,microservices,LoginHandler,API_CHANGE,API,auth,77,1,2,False,35,13,315,low,7,1,low
EVT-EFAA5737,2025-03-23T06:30:22Z,microservices,SubscriptionManager,CONFIG_CHANGE,SERVICE,payment,63,1,0,True,35,16,44,high,156,0,none
EVT-C6653ED9,2025-03-23T04:49:44Z,microservices,MetricsCollector,UI_CHANGE,UI,analytics,452,13,2,False,35,12,308,medium,35,0,none
EVT-DDABADA2,2025-03-23T18:48:08Z,monolith,CacheManager,API_CHANGE,API,search,13,1,8,False,35,17,151,high,28,1,low
EVT-CFC5AEDD,2025-03-23T21:55:44Z,microservices,BaseController,UI_CHANGE,UI,misc,36,1,3,False,35,17,365,low,4,0,none
EVT-E57336B7,2025-03-23T11:28:08Z,microservices,SessionController,CONFIG_CHANGE,SERVICE,auth,44,1,1,False,1550,17,128,medium,18,0,none
EVT-2C469759,2025-03-24T21:02:55Z,microservices,NotificationPrefs,API_CHANGE,API,profile,19,1,2,False,35,13,253,medium,26,0,none
EVT-EEDEDE57,2025-03-24T08:57:27Z,monolith,LoginHandler,UI_CHANGE,UI,auth,91,3,3,True,35,13,339,high,33,0,none
EVT-0589DA97,2025-03-24T07:45:17Z,monolith,PermissionValidator,API_CHANGE,API,auth,412,5,1,False,35,14,278,medium,37,0,none
EVT-F2F5F3BF,2025-03-24T21:34:17Z,monolith,InvoiceGenerator,SERVICE_LOGIC_CHANGE,API,payment,364,6,2,True,35,13,189,medium,76,1,medium
EVT-90A2D87B,2025-03-24T21:44:59Z,monolith,HelperFunctions,API_CHANGE,API,misc,114,5,2,False,35,12,342,medium,37,0,none
EVT-2CC74EAE,2025-03-24T07:31:19Z,monolith,TransactionProcessor,UI_CHANGE,UI,payment,92,1,8,False,1553,12,171,low,9,0,none
EVT-EF005C1C,2025-03-24T10:22:34Z,microservices,PayoutController,UI_CHANGE,UI,payment,47,1,1,True,35,17,190,medium,28,0,none
EVT-F6E91328,2025-03-25T14:07:28Z,microservices,RankingAlgorithm,SERVICE_LOGIC_CHANGE,SERVICE,search,21,1,1,False,35,12,226,high,82,0,none
EVT-5AB9DF5C,2025-03-25T06:49:45Z,microservices,AuthService,UI_CHANGE,UI,auth,85,3,1,True,1557,19,8,medium,22,1,medium
EVT-4F8347FB,2025-03-25T08:08:19Z,microservices,FilterService,API_CHANGE,API,search,402,8,2,False,35,16,347,low,3,1,medium
EVT-6BF71AB1,2025-03-25T05:56:43Z,monolith,CredentialStore,UI_CHANGE,UI,auth,177,2,5,False,35,11,350,medium,16,0,none
EVT-7AC5EEFC,2025-03-25T09:19:21Z,microservices,RefundHandler,API_CHANGE,API,payment,905,47,2,False,35,17,35,low,0,0,none
EVT-DEDC7730,2025-03-25T20:57:55Z,microservices,CredentialStore,CONFIG_CHANGE,API,auth,39,2,0,False,35,13,201,high,73,0,none
EVT-121EAB60,2025-03-25T19:17:56Z,monolith,FacetProcessor,UI_CHANGE,UI,search,72,1,9,True,35,11,34,medium,26,0,none
EVT-F7E209E9,2025-03-26T06:42:30Z,monolith,CacheManager,SERVICE_LOGIC_CHANGE,API,search,329,8,3,False,35,17,53,high,85,0,none
EVT-86A7C414,2025-03-26T09:02:19Z,monolith,RankingAlgorithm,SERVICE_LOGIC_CHANGE,API,search,250,7,2,False,35,15,359,medium,15,1,low
EVT-C01667E0,2025-03-26T08:26:36Z,microservices,PaymentGateway,SERVICE_LOGIC_CHANGE,API,payment,55,1,2,False,35,13,286,high,48,1,medium
EVT-D40C75EC,2025-03-26T18:03:49Z,microservices,NotificationPrefs,SERVICE_LOGIC_CHANGE,SERVICE,profile,76,3,1,False,35,11,68,medium,36,0,none
EVT-F2B0894F,2025-03-26T04:31:43Z,microservices,SearchEngine,API_CHANGE,API,search,35,1,7,False,35,12,304,medium,29,1,medium
EVT-DFD2D12C,2025-03-26T02:32:04Z,microservices,AutocompleteHandler,SERVICE_LOGIC_CHANGE,SERVICE,search,48,1,4,True,35,13,348,high,67,0,none
EVT-67B921C5,2025-03-26T14:01:24Z,microservices,OAuthProvider,UI_CHANGE,UI,auth,79,2,4,False,1562,16,169,high,68,0,none
EVT-C0C3D245,2025-03-27T11:29:40Z,microservices,BillingService,SERVICE_LOGIC_CHANGE,SERVICE,payment,158,1,0,False,35,17,81,medium,11,0,none
EVT-F8EEA49E,2025-03-27T12:02:33Z,microservices,SubscriptionManager,CONFIG_CHANGE,SERVICE,payment,63,1,1,True,35,11,146,high,77,1,low
EVT-367E8110,2025-03-27T11:50:16Z,microservices,MetricsCollector,API_CHANGE,API,analytics,97,3,4,False,35,11,30,high,73,0,none
EVT-B427BC65,2025-03-27T01:44:21Z,monolith,IndexManager,CONFIG_CHANGE,SERVICE,search,8,1,9,False,35,19,280,low,5,0,none
EVT-63D8662E,2025-03-27T17:34:33Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,SERVICE,payment,71,2,1,True,35,17,195,medium,13,1,low
EVT-9526E4E9,2025-03-27T18:58:16Z,microservices,SystemMonitor,API_CHANGE,API,admin,20,1,0,False,35,14,262,low,8,1,low
EVT-8530AD7C,2025-03-28T16:18:14Z,microservices,AuthService,SERVICE_LOGIC_CHANGE,SERVICE,auth,47,2,1,False,35,19,99,high,91,0,none
EVT-A4DA6053,2025-03-28T11:42:26Z,microservices,ConfigManager,UI_CHANGE,UI,admin,31,1,6,False,35,12,187,low,3,0,none
EVT-BE4C2489,2025-03-28T05:34:00Z,monolith,AuthService,UI_CHANGE,UI,auth,363,4,6,True,35,17,282,high,54,0,none
EVT-7F250F0E,2025-03-28T03:55:24Z,monolith,TrendAnalyzer,SERVICE_LOGIC_CHANGE,API,analytics,1716,29,3,False,1569,14,310,high,102,0,none
EVT-E7F43E5B,2025-03-28T03:00:31Z,microservices,AuthService,SERVICE_LOGIC_CHANGE,API,auth,360,4,2,True,36,13,217,low,4,0,none
EVT-A32C3943,2025-03-28T09:56:22Z,microservices,RoleController,API_CHANGE,API,admin,9,1,1,True,36,11,354,medium,14,0,none
EVT-4149832B,2025-03-28T13:24:47Z,monolith,AuditLogger,SERVICE_LOGIC_CHANGE,API,admin,57,1,3,True,36,16,101,medium,17,0,none
EVT-251F111B,2025-03-29T09:24:30Z,microservices,NotificationPrefs,CONFIG_CHANGE,SERVICE,profile,277,4,3,False,36,12,24,low,13,1,medium
EVT-9E17B9FB,2025-03-29T07:01:32Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,491,32,4,False,36,18,325,high,325,0,none
EVT-1EBC756A,2025-03-29T21:05:43Z,monolith,DashboardService,API_CHANGE,API,analytics,89,1,2,False,1572,18,3,high,43,0,none
EVT-8AE19EC2,2025-03-29T13:54:28Z,monolith,PayoutController,CONFIG_CHANGE,SERVICE,payment,6,1,4,True,36,13,355,high,65,1,medium
EVT-2C832007,2025-03-29T09:40:23Z,monolith,InsightsProcessor,SERVICE_LOGIC_CHANGE,SERVICE,analytics,48,1,2,False,1572,13,188,medium,7,0,none
EVT-1691B085,2025-03-29T12:14:08Z,microservices,RefundHandler,API_CHANGE,API,payment,91,1,2,False,1571,12,263,medium,89,1,medium
EVT-8AE1E765,2025-03-29T10:16:44Z,microservices,AuthService,SERVICE_LOGIC_CHANGE,API,auth,51,2,6,True,36,14,136,high,58,0,none
EVT-51FD2DCF,2025-03-30T08:59:53Z,monolith,CacheManager,SERVICE_LOGIC_CHANGE,API,search,60,1,4,False,36,17,347,high,48,0,none
EVT-EE27F4AE,2025-03-30T16:15:01Z,monolith,SharedLibrary,SERVICE_LOGIC_CHANGE,API,misc,30,1,3,True,36,14,77,low,7,1,medium
EVT-E726CCAC,2025-03-30T06:19:35Z,microservices,CommonUtils,SERVICE_LOGIC_CHANGE,SERVICE,misc,95,3,7,True,36,11,280,medium,23,0,none
EVT-4DC7092B,2025-03-30T13:27:06Z,microservices,RefundHandler,API_CHANGE,API,payment,93,1,0,False,36,13,303,medium,20,0,none
EVT-8102EEDB,2025-03-30T15:44:07Z,monolith,ProfileService,UI_CHANGE,UI,profile,54,1,5,False,36,11,125,medium,95,0,none
EVT-968A2142,2025-03-30T08:13:35Z,monolith,UtilityService,UI_CHANGE,UI,misc,72,1,7,False,36,12,363,low,15,0,none
EVT-BC39A523,2025-03-30T18:12:22Z,microservices,GenericHandler,SERVICE_LOGIC_CHANGE,API,misc,221,2,2,True,36,15,222,medium,40,1,medium
EVT-8A656E3F,2025-03-31T21:04:29Z,monolith,SessionController,UI_CHANGE,UI,auth,243,6,6,False,36,18,311,medium,7,1,low
EVT-4CB42C7A,2025-03-31T00:24:52Z,monolith,AutocompleteHandler,SERVICE_LOGIC_CHANGE,SERVICE,search,40,1,3,True,36,14,332,low,8,1,medium
EVT-7BA34E19,2025-03-31T05:08:50Z,microservices,OAuthProvider,SERVICE_LOGIC_CHANGE,SERVICE,auth,74,1,4,False,36,14,183,medium,26,1,low
EVT-7BE46574,2025-03-31T06:07:08Z,monolith,ConfigManager,UI_CHANGE,UI,admin,82,2,3,False,36,11,134,high,47,0,none
EVT-8036ABC8,2025-03-31T16:08:16Z,microservices,FacetProcessor,API_CHANGE,API,search,68,1,2,True,36,14,57,medium,13,0,none
EVT-DEF8ECDA,2025-03-31T07:03:50Z,monolith,UserAuthenticator,UI_CHANGE,UI,auth,453,9,6,True,36,15,163,low,8,0,none
EVT-2D83C28E,2025-03-31T01:30:00Z,monolith,SessionController,API_CHANGE,API,auth,1036,41,5,True,36,13,146,medium,24,0,none
EVT-B0786893,2025-04-01T12:06:26Z,microservices,DashboardService,API_CHANGE,API,analytics,144,2,2,False,36,11,123,high,161,0,none
EVT-50EB8A61,2025-04-01T14:17:06Z,monolith,TokenManager,SERVICE_LOGIC_CHANGE,API,auth,34,1,3,False,36,19,96,medium,9,0,none
EVT-8162A879,2025-04-01T10:46:53Z,monolith,InsightsProcessor,SERVICE_LOGIC_CHANGE,API,analytics,22,1,3,True,36,19,98,medium,37,1,low
EVT-A0FA7B57,2025-04-01T17:22:40Z,monolith,LoginHandler,CONFIG_CHANGE,API,auth,57,3,4,True,36,14,221,low,10,1,low
EVT-AEA4917E,2025-04-01T00:41:37Z,microservices,AutocompleteHandler,UI_CHANGE,UI,search,18,1,2,False,36,13,258,medium,104,0,none
EVT-E5E3A122,2025-04-01T11:04:25Z,monolith,InsightsProcessor,API_CHANGE,API,analytics,114,3,2,False,36,17,223,high,29,1,low
EVT-B75A1A67,2025-04-01T00:52:58Z,monolith,MetricsCollector,API_CHANGE,API,analytics,65,3,6,False,36,16,15,medium,23,1,medium
EVT-83A171A5,2025-04-02T02:19:53Z,microservices,DashboardService,API_CHANGE,API,analytics,1040,18,5,False,36,12,319,low,21,1,low
EVT-13D06685,2025-04-02T11:30:43Z,monolith,PrivacyController,SERVICE_LOGIC_CHANGE,SERVICE,profile,84,2,5,False,36,11,14,medium,98,0,none
EVT-D9572264,2025-04-02T06:29:20Z,monolith,BillingService,API_CHANGE,API,payment,5,1,3,True,36,15,233,high,29,0,none
EVT-C1C190F0,2025-04-02T21:38:18Z,monolith,CommonUtils,UI_CHANGE,UI,misc,290,3,6,True,36,19,53,medium,25,0,none
EVT-EE69B61E,2025-04-02T18:47:10Z,microservices,UserAuthenticator,UI_CHANGE,UI,auth,21,1,3,True,36,19,228,high,70,0,none
EVT-2D981E34,2025-04-02T14:32:16Z,monolith,SharedLibrary,UI_CHANGE,UI,misc,5,1,6,True,36,16,326,medium,231,0,none
EVT-2FCEC074,2025-04-03T16:23:03Z,microservices,TokenManager,UI_CHANGE,UI,auth,94,3,0,True,36,15,228,medium,36,1,low
EVT-01B49A3E,2025-04-03T20:55:15Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,425,6,3,False,36,19,24,medium,9,0,none
EVT-AE3F31BA,2025-04-03T01:03:01Z,monolith,UserPreferences,CONFIG_CHANGE,SERVICE,profile,74,1,3,False,36,14,41,medium,32,0,none
EVT-EE97B828,2025-04-03T11:34:03Z,microservices,RankingAlgorithm,UI_CHANGE,UI,search,18,1,2,True,36,11,355,medium,6,0,none
EVT-AD2A2286,2025-04-03T02:31:35Z,microservices,NotificationPrefs,API_CHANGE,API,profile,17,1,2,False,36,12,83,low,0,1,medium
EVT-EB31964D,2025-04-03T02:48:39Z,microservices,InvoiceGenerator,CONFIG_CHANGE,SERVICE,payment,64,1,0,True,36,14,360,medium,29,1,high
EVT-6DE03A8A,2025-04-03T00:56:31Z,monolith,BaseController,UI_CHANGE,UI,misc,77,2,10,True,36,17,40,low,11,0,none
EVT-8729A6DB,2025-04-04T06:11:09Z,monolith,PayoutController,API_CHANGE,API,payment,89,1,3,True,36,11,53,high,95,1,medium
EVT-AFA6BB76,2025-04-04T21:34:43Z,monolith,PayoutController,API_CHANGE,API,payment,66,1,7,False,36,18,285,low,15,1,medium
EVT-D0F45F03,2025-04-04T14:54:07Z,monolith,EventTracker,SERVICE_LOGIC_CHANGE,API,analytics,77,3,4,False,36,19,147,medium,19,0,none
EVT-051E3385,2025-04-04T13:15:58Z,monolith,RankingAlgorithm,API_CHANGE,API,search,44,1,6,False,36,15,73,medium,92,1,medium
EVT-13622457,2025-04-04T09:55:29Z,microservices,AdminConsole,SERVICE_LOGIC_CHANGE,API,admin,20,1,1,False,36,11,121,low,4,0,none
EVT-1B60428B,2025-04-04T22:44:49Z,monolith,OAuthProvider,SERVICE_LOGIC_CHANGE,SERVICE,auth,82,2,6,True,36,17,210,medium,8,0,none
EVT-EB8DAA69,2025-04-04T21:18:35Z,microservices,CoreModule,API_CHANGE,API,misc,264,7,3,False,36,14,156,medium,33,0,none
EVT-ABF03AC6,2025-04-05T11:22:19Z,monolith,TrendAnalyzer,SERVICE_LOGIC_CHANGE,SERVICE,analytics,39,1,1,False,36,13,134,medium,16,1,low
EVT-9F173A19,2025-04-05T07:45:37Z,monolith,UtilityService,API_CHANGE,API,misc,37,1,8,False,36,19,209,high,64,0,none
EVT-34EFB3FB,2025-04-05T00:08:37Z,microservices,NotificationPrefs,SERVICE_LOGIC_CHANGE,API,profile,27,1,0,False,36,15,148,high,128,0,none
EVT-4655D9B0,2025-04-05T08:26:17Z,monolith,UserAuthenticator,SERVICE_LOGIC_CHANGE,SERVICE,auth,155,2,6,True,36,11,111,high,78,0,none
EVT-8B8D15CD,2025-04-05T09:17:20Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,API,payment,36,1,2,True,36,11,67,high,79,0,none
EVT-15304B0B,2025-04-05T17:09:52Z,microservices,TokenManager,SERVICE_LOGIC_CHANGE,SERVICE,auth,77,3,2,True,1601,19,323,high,62,1,low
EVT-2144BD7D,2025-04-05T15:54:21Z,monolith,AccountSettings,UI_CHANGE,UI,profile,34,1,5,False,1600,12,143,high,87,0,none
EVT-131C7DA7,2025-04-06T19:10:52Z,monolith,TokenManager,UI_CHANGE,UI,auth,241,7,3,True,36,13,82,low,20,1,low
EVT-F7F5C8BF,2025-04-06T08:44:27Z,microservices,UserManager,SERVICE_LOGIC_CHANGE,API,admin,93,1,2,False,36,11,239,low,2,0,none
EVT-0F604A11,2025-04-06T00:56:28Z,monolith,LoginHandler,API_CHANGE,API,auth,25,1,3,True,36,11,334,low,4,1,medium
EVT-5374D007,2025-04-06T11:53:17Z,monolith,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,18,1,2,False,36,19,298,medium,137,0,none
EVT-92EAE203,2025-04-06T02:49:08Z,microservices,CredentialStore,SERVICE_LOGIC_CHANGE,API,auth,2368,33,4,True,36,14,206,high,51,0,none
EVT-9D765E8E,2025-04-06T15:50:42Z,monolith,SearchEngine,API_CHANGE,API,search,61,1,7,False,36,11,294,low,2,0,none
EVT-F2B62714,2025-04-06T18:20:57Z,monolith,QueryOptimizer,SERVICE_LOGIC_CHANGE,SERVICE,search,96,1,10,False,1604,11,175,low,14,0,none
EVT-D84B1C86,2025-04-07T15:03:17Z,microservices,QueryOptimizer,SERVICE_LOGIC_CHANGE,API,search,30,1,0,False,36,13,289,low,15,0,none
EVT-1B3040BE,2025-04-07T05:06:12Z,microservices,SupportService,SERVICE_LOGIC_CHANGE,API,misc,36,1,4,True,36,14,340,low,0,0,none
EVT-EB376ECC,2025-04-07T01:07:44Z,monolith,AnalyticsEngine,SERVICE_LOGIC_CHANGE,SERVICE,analytics,23,1,2,True,36,13,191,medium,64,0,none
EVT-48F7563D,2025-04-07T01:08:56Z,monolith,BillingService,UI_CHANGE,UI,payment,1945,52,6,True,1608,13,175,low,14,1,high
EVT-886D120B,2025-04-07T11:46:35Z,monolith,BaseController,API_CHANGE,API,misc,6,1,6,True,36,18,349,high,32,0,none
EVT-65A42F87,2025-04-07T11:51:15Z,microservices,PaymentGateway,UI_CHANGE,UI,payment,92,2,4,True,36,17,68,low,1,0,none
EVT-361FFA13,2025-04-07T13:17:49Z,monolith,ReportGenerator,SERVICE_LOGIC_CHANGE,SERVICE,analytics,63,3,3,False,36,11,148,low,2,1,low
EVT-D2F577A5,2025-04-08T00:01:39Z,monolith,GenericHandler,SERVICE_LOGIC_CHANGE,SERVICE,misc,5,1,3,False,36,14,203,low,8,0,none
EVT-47910986,2025-04-08T09:00:32Z,microservices,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,36,1,2,False,36,16,29,medium,36,0,none
EVT-190B0605,2025-04-08T08:29:27Z,monolith,ProfileService,SERVICE_LOGIC_CHANGE,API,profile,28,1,2,True,36,15,13,medium,106,1,low
EVT-C1B133AA,2025-04-08T04:02:24Z,monolith,EventTracker,UI_CHANGE,UI,analytics,335,4,2,True,1611,18,288,medium,195,0,none
EVT-F9CE878A,2025-04-08T22:22:13Z,microservices,AnalyticsEngine,SERVICE_LOGIC_CHANGE,API,analytics,38,1,0,False,1615,19,241,medium,17,0,none
EVT-4F6FCDC9,2025-04-08T17:03:37Z,monolith,FacetProcessor,SERVICE_LOGIC_CHANGE,SERVICE,search,52,1,1,True,36,14,308,high,30,0,none
EVT-A05A9675,2025-04-08T19:13:57Z,microservices,RoleController,UI_CHANGE,UI,admin,1110,14,2,False,36,11,21,high,137,0,none
EVT-009D0DDA,2025-04-09T16:16:10Z,microservices,SupportService,UI_CHANGE,UI,misc,22,1,4,False,36,11,183,medium,11,0,none
EVT-41F2A7DA,2025-04-09T23:50:13Z,microservices,RoleController,SERVICE_LOGIC_CHANGE,SERVICE,admin,98,1,1,True,36,18,365,low,11,0,none
EVT-55F90C2E,2025-04-09T18:36:43Z,monolith,AuthService,SERVICE_LOGIC_CHANGE,SERVICE,auth,48,1,8,False,36,13,278,high,310,0,none
EVT-9F72F45C,2025-04-09T15:30:23Z,monolith,TransactionProcessor,API_CHANGE,API,payment,43,1,7,True,36,17,326,medium,9,1,medium
EVT-74BA72E4,2025-04-09T20:37:40Z,microservices,DataAggregator,SERVICE_LOGIC_CHANGE,API,analytics,346,8,0,False,36,15,324,high,348,0,none
EVT-BA6F29D6,2025-04-09T09:43:19Z,monolith,CoreModule,CONFIG_CHANGE,SERVICE,misc,76,1,3,True,36,13,165,medium,8,0,none
EVT-04D2060E,2025-04-10T22:39:19Z,monolith,DataAggregator,SERVICE_LOGIC_CHANGE,API,analytics,53,1,5,False,36,11,129,medium,34,0,none
EVT-0FFFB21C,2025-04-10T01:59:48Z,monolith,LoginHandler,API_CHANGE,API,auth,284,7,2,False,36,15,284,high,364,0,none
EVT-64D4232E,2025-04-10T07:20:44Z,microservices,SessionController,API_CHANGE,API,auth,24,1,2,True,1620,13,26,medium,10,1,medium
EVT-0A4AEFAB,2025-04-10T03:01:39Z,monolith,InvoiceGenerator,UI_CHANGE,UI,payment,64,1,6,True,36,14,114,high,59,0,none
